Drug	MolId	MolName	Symbol
wujiapi	 MOL000449	Stigmasterol	IGHG1
wujiapi	 MOL000449	Stigmasterol	RXRA
wujiapi	 MOL000449	Stigmasterol	NCOA1
wujiapi	 MOL000449	Stigmasterol	PTGS1
wujiapi	 MOL000449	Stigmasterol	PTGS2
wujiapi	 MOL000449	Stigmasterol	ADRA2A
wujiapi	 MOL000449	Stigmasterol	SLC6A2
wujiapi	 MOL000449	Stigmasterol	SLC6A3
wujiapi	 MOL000449	Stigmasterol	ADRB2
wujiapi	 MOL000449	Stigmasterol	AKR1B1
wujiapi	 MOL000449	Stigmasterol	PLAU
wujiapi	 MOL000449	Stigmasterol	LTA4H
wujiapi	 MOL000449	Stigmasterol	MAOB
wujiapi	 MOL000449	Stigmasterol	MAOA
wujiapi	 MOL000449	Stigmasterol	CTRB1
wujiapi	 MOL000449	Stigmasterol	CHRM3
wujiapi	 MOL000449	Stigmasterol	CHRM1
wujiapi	 MOL000449	Stigmasterol	ADRB1
wujiapi	 MOL000449	Stigmasterol	SCN5A
wujiapi	 MOL000449	Stigmasterol	ADRA1A
wujiapi	 MOL000449	Stigmasterol	CHRM2
wujiapi	 MOL000449	Stigmasterol	ADRA1B
wujiapi	 MOL000449	Stigmasterol	GABRA1
wujiapi	MOL000359	beta-Sitosterol	PGR
wujiapi	MOL000359	beta-Sitosterol	NCOA2
wujiapi	MOL000359	beta-Sitosterol	NR3C2
xuduan	MOL003152	Gentisin	NOS2
xuduan	MOL003152	Gentisin	PTGS1
xuduan	MOL003152	Gentisin	PTGS2
xuduan	MOL003152	Gentisin	AKR1B1
xuduan	MOL003152	Gentisin	ESR2
xuduan	MOL003152	Gentisin	DPP4
xuduan	MOL003152	Gentisin	MAPK14
xuduan	MOL003152	Gentisin	GSK3B
xuduan	MOL003152	Gentisin	HSP90AA1
xuduan	MOL003152	Gentisin	CDK2
xuduan	MOL003152	Gentisin	CHEK1
xuduan	MOL003152	Gentisin	PKIA
xuduan	MOL000358	beta-sitosterol	PGR
xuduan	MOL000358	beta-sitosterol	NCOA2
xuduan	MOL000358	beta-sitosterol	PTGS1
xuduan	MOL000358	beta-sitosterol	PTGS2
xuduan	MOL000358	beta-sitosterol	HSP90AA1
xuduan	MOL000358	beta-sitosterol	KCNH2
xuduan	MOL000358	beta-sitosterol	DRD1
xuduan	MOL000358	beta-sitosterol	CHRM3
xuduan	MOL000358	beta-sitosterol	CHRM1
xuduan	MOL000358	beta-sitosterol	SCN5A
xuduan	MOL000358	beta-sitosterol	CHRM4
xuduan	MOL000358	beta-sitosterol	ADRA1A
xuduan	MOL000358	beta-sitosterol	CHRM2
xuduan	MOL000358	beta-sitosterol	ADRA1B
xuduan	MOL000358	beta-sitosterol	ADRB2
xuduan	MOL000358	beta-sitosterol	CHRNA2
xuduan	MOL000358	beta-sitosterol	SLC6A4
xuduan	MOL000358	beta-sitosterol	OPRM1
xuduan	MOL000358	beta-sitosterol	GABRA1
xuduan	MOL000358	beta-sitosterol	BCL2
xuduan	MOL000358	beta-sitosterol	BAX
xuduan	MOL000358	beta-sitosterol	CASP9
xuduan	MOL000358	beta-sitosterol	JUN
xuduan	MOL000358	beta-sitosterol	CASP3
xuduan	MOL000358	beta-sitosterol	CASP8
xuduan	MOL000358	beta-sitosterol	PRKCA
xuduan	MOL000358	beta-sitosterol	PON1
xuduan	MOL000358	beta-sitosterol	MAP2
xuduan	MOL000359	sitosterol	PGR
xuduan	MOL000359	sitosterol	NCOA2
xuduan	MOL000359	sitosterol	NR3C2
xuduan	MOL009323	Sylvestroside III_qt	HTR
xuduan	MOL009323	Sylvestroside III_qt	PTGS2
xuduan	MOL009323	Sylvestroside III_qt	CA2
xuduan	MOL009323	Sylvestroside III_qt	DPP4
xuduan	MOL009323	Sylvestroside III_qt	PRSS1
xuduan	MOL009323	Sylvestroside III_qt	NCOA2
